# verdict 를 채워주세요: CORRECT | FABRICATED | WRONG_MATCH | UNVERIFIABLE
#   CORRECT       AI 원안이 실존하고 카카오 매칭도 그 장소가 맞음
#   FABRICATED    AI 원안이 그 지역에 실존하지 않음 — 매칭 성공 여부는 보지 않는다
#                 (매칭까지 통과한 '세탁'인지는 scoreBand 로 사후 분해된다)
#   WRONG_MATCH   AI 원안은 실존하는데 카카오가 엉뚱한 것을 매칭
#   UNVERIFIABLE  판단 불가
scoreBand,bestScore,requestId,day,location,aiPlaceName,matchedPlaceName,matchedAddress,matchedPlaceUrl,verdict,note
S5_7,5,18,1,순천,봉화산무장애나눔길,봉화산 무장애나눔길,전남광주통합특별시 순천시 조곡동 284-14,http://place.map.kakao.com/1760186498,CORRECT,순천 봉화산 무장애나눔길 실존. 띄어쓰기만 다르고 매칭 정확
S5_7,5,9,2,제주,함덕 연옥,함덕연옥,제주특별자치도 제주시 조천읍 조함해안로 528,http://place.map.kakao.com/1730219412,CORRECT,제주 함덕연옥 실존. 띄어쓰기만 다르고 매칭 정확
S5_7,5,26,2,통영,카페쿠쿠오나통영,카페쿠쿠오나 통영,경남 통영시 산양읍 산양중앙로 118,http://place.map.kakao.com/1940324470,CORRECT,통영 카페쿠쿠오나 실존. 띄어쓰기만 다르고 매칭 정확
S8_10,10,24,2,공주,새이학가든,새이학가든,충남 공주시 금강공원길 15-2,http://place.map.kakao.com/7931728,CORRECT,"공주시 금강공원길 15-2 실존 - 60년 전통 공주국밥, 백년가게. 표본 50건 중 유일한 SUGGESTED(LLM 이 후보 목록 밖에서 낸 이름)인데 실존하고 매칭도 정확하다"
S8_10,10,23,2,공주,라루체,라루체,충남 공주시 반포면 계룡대로 1392,http://place.map.kakao.com/1306216300,CORRECT,공주 라루체 실존. 매칭 정확
S8_10,10,4,3,부산,장인닭갈비 남포점,장인닭갈비 남포점,부산 중구 구덕로48번길 4-1,http://place.map.kakao.com/513957146,CORRECT,부산 남포동 장인닭갈비 실존. 매칭 정확
S8_10,8,25,1,통영,통영활어시장,통영활어시장,경남 통영시 중앙시장4길 2,http://place.map.kakao.com/27561279,CORRECT,통영활어시장 실존. 매칭 정확
S8_10,8,9,3,제주,한담몰,한담몰,제주특별자치도 제주시 애월읍 애월로1길 7,http://place.map.kakao.com/83525038,CORRECT,제주 애월 한담몰 실존. 매칭 정확
S8_10,10,8,3,제주,옹포바다횟집,옹포바다횟집,제주특별자치도 제주시 한림읍 옹포1길 24,http://place.map.kakao.com/1582336126,CORRECT,제주 한림 옹포바다횟집 실존. 매칭 정확
S8_10,10,21,2,영주,부석사식당,부석사식당,경북 영주시 부석면 부석사로 317,http://place.map.kakao.com/16430745,CORRECT,영주 부석사 식당 실존 - 산채비빔밥. 매칭 정확
S8_10,10,16,3,순천,순천만명품식당,명품식당,전남광주통합특별시 순천시 순천만길 518,http://place.map.kakao.com/928989253,CORRECT,"매칭된 ""명품식당""이 같은 업소다 - 네이버가 ""순천만""을 붙인 상호로 반환했고 카카오는 약칭으로 등록"
S8_10,10,29,2,삼척,환선굴,환선굴휴게실가든,강원특별자치도 삼척시 미로면 강원남부로 3969,http://place.map.kakao.com/21343974,WRONG_MATCH,"환선굴은 삼척 대이리 동굴(ATTRACTION)로 실존하나 카카오가 ""환선굴휴게실가든""을 짚었다 - 동굴이 아니라 인근 식당"
S8_10,8,12,2,서울,클라이밍파크 성수점,클라이밍파크 성수점,서울 성동구 연무장13길 7,http://place.map.kakao.com/662485726,CORRECT,서울 성수 클라이밍파크 실존. 매칭 정확
