# verdict 를 채워주세요: CORRECT | FABRICATED | WRONG_MATCH | UNVERIFIABLE
#   CORRECT       AI 원안이 실존하고 카카오 매칭도 그 장소가 맞음
#   FABRICATED    AI 원안이 그 지역에 실존하지 않음 — 매칭 성공 여부는 보지 않는다
#                 (매칭까지 통과한 '세탁'인지는 scoreBand 로 사후 분해된다)
#   WRONG_MATCH   AI 원안은 실존하는데 카카오가 엉뚱한 것을 매칭
#   UNVERIFIABLE  판단 불가
scoreBand,bestScore,requestId,day,location,aiPlaceName,matchedPlaceName,matchedAddress,matchedPlaceUrl,verdict,note
S5_7,5,22,1,공주,루치아의뜰,루치아의 뜰,충남 공주시 웅진로 145-8,http://place.map.kakao.com/21626744,CORRECT,루치아의 뜰 실존(공주 제민천 인근 한옥 카페). 띄어쓰기만 다르고 매칭도 정확
S5_7,5,24,3,공주,루치아의뜰,루치아의 뜰,충남 공주시 웅진로 145-8,http://place.map.kakao.com/21626744,CORRECT,루치아의 뜰 실존(공주 제민천 인근 한옥 카페). 띄어쓰기만 다르고 매칭도 정확
S5_7,7,22,2,공주,공주칼국수,공주칼국수 쭈꾸미구이 고운점,세종특별자치시 만남로 19,http://place.map.kakao.com/1681510668,UNVERIFIABLE,"""공주칼국수""는 상호로 실존하나 확인되는 지점이 세종·대전이고 매칭된 ""고운점""도 세종 만남로 19 소재. 공주 소재 지점의 존재를 확인하지 못했다"
S5_7,5,16,2,순천,순천 문화의 거리,순천문화의거리,전남광주통합특별시 순천시 행동 65-58,http://place.map.kakao.com/18905860,CORRECT,순천문화의거리 실존(순천시 향동). 띄어쓰기만 다르고 매칭도 정확
S5_7,5,6,1,부산,해운대 블루라인파크 미포정거장,해운대블루라인파크 미포정거장,부산 해운대구 달맞이길62번길 13,http://place.map.kakao.com/188403018,CORRECT,해운대블루라인파크 미포정거장 실존. 띄어쓰기만 다르고 매칭도 정확
S5_7,5,9,3,제주,오설록 티 뮤지엄,오설록 티뮤지엄,제주특별자치도 서귀포시 안덕면 신화역사로 15,http://place.map.kakao.com/11332661,CORRECT,오설록 티뮤지엄 실존(서귀포 안덕면). 띄어쓰기만 다르고 매칭도 정확
S8_10,10,23,3,공주,엔학고레,엔학고레,충남 공주시 반포면 불장골길 113-12,http://place.map.kakao.com/763376396,CORRECT,"엔학고레 실존(공주시 반포면 송곡리, 불장골저수지 뷰 대형 카페). 매칭도 정확"
S8_10,8,22,2,공주,무령왕릉과 왕릉원,공주 무령왕릉과 왕릉원,충남 공주시 금성동 산 5-19,http://place.map.kakao.com/2056894818,CORRECT,공주 무령왕릉과 왕릉원 실존 - 2021-09 개칭된 정식 명칭. 매칭도 정확
S8_10,10,19,1,영주,카페 소수,소수,경북 영주시 대학로201번길 19,http://place.map.kakao.com/2011002342,UNVERIFIABLE,"매칭된 ""소수""는 영주에 존재하나 ""카페 소수"" 상호를 웹에서 확인하지 못했다. 영주 카페 목록(다이닝코드 Top100)에도 부재"
S8_10,10,8,3,제주,흑돈가 제주본점,흑돈가 제주본점,제주특별자치도 제주시 한라대학로 11,http://place.map.kakao.com/1754846295,CORRECT,흑돈가 제주본점 실존. 매칭도 정확
S8_10,8,5,2,부산,오랑대공원,오랑대공원,부산 기장군 기장읍 시랑리,http://place.map.kakao.com/11340429,CORRECT,오랑대공원 실존(부산 기장군). 매칭도 정확
S8_10,8,24,3,공주,공주산성시장,공주산성시장,충남 공주시 산성동 195,http://place.map.kakao.com/18514563,CORRECT,공주산성시장 실존(공주시 산성동). 매칭도 정확
S8_10,10,4,2,부산,용두산공원 부산타워,부산타워,부산 중구 용두산길 37-30,http://place.map.kakao.com/1534486834,CORRECT,"부산타워는 용두산공원 안에 있는 같은 대상. 매칭된 ""부산타워""가 그 시설이다"
S8_10,10,6,3,부산,해동용궁사,부산 기장 해동용궁사 도깨비 방앗간 한옥카페,부산 기장군 기장읍 용궁길 49,http://place.map.kakao.com/1784304472,WRONG_MATCH,"해동용궁사는 실존하나 카카오가 ""부산 기장 해동용궁사 도깨비 방앗간 한옥카페""를 짚었다 - 사찰이 아니라 인근 카페"
S8_10,10,9,2,제주,해월정,해월정 본점,제주특별자치도 제주시 구좌읍 해맞이해안로 2340,http://place.map.kakao.com/8615207,CORRECT,해월정 본점 실존(제주). 매칭도 정확
S8_10,10,27,2,통영,스카이라인 루지 통영,스카이라인 루지 통영,경남 통영시 발개로 178,http://place.map.kakao.com/97760888,CORRECT,스카이라인 루지 통영 실존(통영 도남동). 매칭도 정확
