# verdict 를 채워주세요: CORRECT | FABRICATED | WRONG_MATCH | UNVERIFIABLE
#   CORRECT       AI 원안이 실존하고 카카오 매칭도 그 장소가 맞음
#   FABRICATED     AI 원안이 그 지역에 실존하지 않는데 무관한 장소로 매칭됨 (세탁된 환각)
#   WRONG_MATCH   AI 원안은 실존하는데 카카오가 엉뚱한 것을 매칭
#   UNVERIFIABLE  판단 불가
scoreBand,bestScore,requestId,day,location,aiPlaceName,matchedPlaceName,matchedAddress,matchedPlaceUrl,verdict,note
S5_7,5,4,3,부산,광안리 카페거리,광안리카페거리,부산 수영구 광안동 205,http://place.map.kakao.com/8668857,CORRECT,공백 표기차이일 뿐 동일 장소
S5_7,5,9,3,제주,오설록 티 뮤지엄,오설록 티뮤지엄,제주특별자치도 서귀포시 안덕면 신화역사로 15,http://place.map.kakao.com/11332661,CORRECT,공백 표기차이일 뿐 동일 장소
S5_7,5,14,3,강릉,강릉해변막국수,송정해변막국수,강원특별자치도 강릉시 창해로 267,http://place.map.kakao.com/1992481591,CORRECT,강릉 해변의 유명 막국수집을 지칭한 것으로 판단(확신도 낮음)
S5_7,5,11,2,서울,인사동 그집,그때그집,서울 종로구 인사동 194-41,http://place.map.kakao.com/173030277,FABRICATED,인사동그집은 존재X
S5_7,5,7,1,제주,순옥이네명가,순옥이네 명가 본점,제주특별자치도 제주시 도공로 8,http://place.map.kakao.com/1006711661,CORRECT,본점 표기 추가일 뿐 동일 장소
S8_10,8,5,2,부산,오랑대공원,오랑대공원,부산 기장군 기장읍 시랑리,http://place.map.kakao.com/11340429,CORRECT,명칭 완전 일치
S8_10,10,2,1,경주,교리김밥,교리김밥 경주본점,경북 경주시 탑리3길 2,http://place.map.kakao.com/11807645,CORRECT,본점 표기 추가일 뿐 동일 장소
S8_10,8,11,3,서울,반포한강공원,반포한강공원,서울 서초구 반포동 115-5,http://place.map.kakao.com/8142957,CORRECT,명칭 완전 일치
S8_10,10,6,1,부산,더베이101 핑거스앤챗,핑거스앤챗,부산 해운대구 동백로 52,http://place.map.kakao.com/27305670,CORRECT,핑거스앤챗은 더베이101 1층에 실제 입점
S8_10,8,11,2,서울,북촌한옥마을,북촌한옥마을,서울 종로구 북촌로 53,http://place.map.kakao.com/781129546,CORRECT,명칭 완전 일치
S8_10,10,2,2,경주,대릉원,스타벅스 경주대릉원점,경북 경주시 첨성로 125,http://place.map.kakao.com/24994872,WRONG_MATCH,대릉원은 실존 유적인데 인근 스타벅스 지점이 매칭됨(캘리브레이션 사례)
S8_10,8,9,3,제주,이니스프리 제주하우스,이니스프리 제주하우스,제주특별자치도 서귀포시 안덕면 신화역사로 23,http://place.map.kakao.com/19306466,CORRECT,명칭 완전 일치
S8_10,10,14,2,강릉,강릉불고기,강릉불고기,강원특별자치도 강릉시 강동면 풍호길 270,http://place.map.kakao.com/1591766183,CORRECT,강릉불고기 본점과 주소가 일치하는 실존 식당
S8_10,10,9,1,제주,늘봄흑돼지,늘봄흑돼지,제주특별자치도 제주시 한라대학로 12,http://place.map.kakao.com/8856076,CORRECT,명칭 완전 일치
S8_10,8,6,3,부산,아난티 코브,아난티 코브,부산 기장군 기장읍 기장해안로 268-31,http://place.map.kakao.com/1672210391,CORRECT,명칭 완전 일치
